prompt,hypothesis,prompt_aligned,prompt_aligned_rev,hypothesis_rev,reference,prompts_plus_orth,prompts_plus_hypo,id,conf_mat_val
chocolade,chocolader,chocolade*,chocolade*,chocolader,CORRECTLY_READ,0,0,S01C006M1_3+4LG,TN
klas,*i was,k**las,**klas,i w*as,CORRECTLY_READ,0,1,S01C014V1_1LG,FP
mooi,m*oi,mooi,mooi,mo*i,CORRECTLY_READ,0,1,S01C014V1_1LG,FP
koe,ko*,koe,koe,ko*,CORRECTLY_READ,0,1,S01C014V1_1LG,FP
arm,arm,arm,arm****,arm gou,CORRECTLY_READ,0,0,S01C014V1_1LG,TN
groei,gou grooi,g****roei,groei,grooi,CORRECTLY_READ,0,1,S01C014V1_1LG,FP
strand,sstrand,s*trand,*strand,sstrand,CORRECTLY_READ,0,0,S01C014V1_1LG,TN
bed,bed,bed,bed,bed,CORRECTLY_READ,0,0,S01C014V1_1LG,TN
eerst,eerst,eerst,eerst,eerst,CORRECTLY_READ,0,0,S01C014V1_1LG,TN
voor,voor,voor,voor,voor,CORRECTLY_READ,0,0,S01C014V1_1LG,TN
draai,tr*ein,draai*,draai*,tre*in,CORRECTLY_READ,0,1,S01C014V1_1LG,FP
sjaal,sjaal,sjaal,sjaal,sjaal,CORRECTLY_READ,0,0,S01C014V1_1LG,TN
herfst,he**st,herfst,herfst,he**st,CORRECTLY_READ,0,1,S01C014V1_1LG,FP
duur,duur,duur,duur,duur,CORRECTLY_READ,0,0,S01C014V1_1LG,TN
straat,str*at,straat,straat,stra*t,CORRECTLY_READ,0,1,S01C014V1_1LG,FP
leeuw,d*e**,leeuw,leeuw,de***,CORRECTLY_READ,0,1,S01C014V1_1LG,FP
clown,kro*n,clown,clown,kro*n,CORRECTLY_READ,0,1,S01C014V1_1LG,FP
hoek,hoek,hoek,hoek,hoek,CORRECTLY_READ,0,0,S01C014V1_1LG,TN
krant,kramt,krant,krant,kramt,CORRECTLY_READ,0,1,S01C014V1_1LG,FP
hout,houd,hout,hout,houd,CORRECTLY_READ,0,1,S01C014V1_1LG,FP
vriend,vrien*,vriend,vriend,vrien*,CORRECTLY_READ,0,1,S01C014V1_1LG,FP
gauw,ga**,gauw,gauw,ga**,CORRECTLY_READ,0,1,S01C014V1_1LG,FP
chips,*purps,chi*ps,c*hips,pur*ps,g/13,1,1,S01C014V1_1LG,TP
groen,sroen,groen,groen,sroen,CORRECTLY_READ,0,1,S01C014V1_1LG,FP
feest,voost,feest,feest,voost,CORRECTLY_READ,0,1,S01C014V1_1LG,FP
reis,ruys,reis,reis,ruys,CORRECTLY_READ,0,1,S01C014V1_1LG,FP
jas,jas,jas,jas,jas,CORRECTLY_READ,0,0,S01C014V1_1LG,TN
huis,**es,huis,huis,*e*s,CORRECTLY_READ,0,1,S01C014V1_1LG,FP
paard,paard,paard,paard,paard,CORRECTLY_READ,0,0,S01C014V1_1LG,TN
vijf,vijf,vijf,vijf,vijf,CORRECTLY_READ,0,0,S01C014V1_1LG,TN
muts,nutt,muts,muts,nutt,CORRECTLY_READ,0,1,S01C014V1_1LG,FP
nieuw,***o*,nieuw,nieuw,*o***,CORRECTLY_READ,0,1,S01C014V1_1LG,FP
kind,kend,kind,kind,kend,CORRECTLY_READ,0,1,S01C014V1_1LG,FP
bang,dang,bang,bang,dang,CORRECTLY_READ,0,1,S01C014V1_1LG,FP
oog,oog,oog,oog,oog,CORRECTLY_READ,0,0,S01C014V1_1LG,TN
zacht,zacht,zacht,zacht*******,zacht schoon,CORRECTLY_READ,0,0,S01C014V1_1LG,TN
schoen,schoon,schoen,schoen,schoen,CORRECTLY_READ,0,0,S01C014V1_1LG,TN
plas,schoen las,p******las,plas,*las,CORRECTLY_READ,0,1,S01C014V1_1LG,FP
neus,ne*s,neus,neus,ne*s,CORRECTLY_READ,0,1,S01C014V1_1LG,FP
knoop,***op,knoop,knoop,**o*p,CORRECTLY_READ,0,1,S01C014V1_1LG,FP
plank,*lan*,plank,plank,*lan*,CORRECTLY_READ,0,1,S01C014V1_1LG,FP
water,water,water,water,water,CORRECTLY_READ,0,0,S01C014V1_2LG,TN
mevrouw,mevrouw,mevrouw,mevrouw,mevrouw,CORRECTLY_READ,0,0,S01C014V1_2LG,TN
drogen,d**ge*,drogen,dro*g*en,dge weet,CORRECTLY_READ,0,1,S01C014V1_2LG,FP
winkel,weet it e*,wi*n**k*el,win*kel,*it *e*,CORRECTLY_READ,0,1,S01C014V1_2LG,FP
auto,aouto,a*uto,a*uto,aouto,CORRECTLY_READ,0,1,S01C014V1_2LG,FP
schouder,schouders,schouder*,schouder*,schouders,CORRECTLY_READ,0,0,S01C014V1_2LG,TN
verhaal,verhaal,verhaal,verhaal,verhaal,CORRECTLY_READ,0,0,S01C014V1_2LG,TN
koning,koning,koning,koning,koning,CORRECTLY_READ,0,0,S01C014V1_2LG,TN
moeilijk,mo**lijk,moeilijk,moeilijk,mo**lijk,CORRECTLY_READ,0,1,S01C014V1_2LG,FP
speelplaats,speelplaat*,speelplaats,speelplaats,speelplaat*,CORRECTLY_READ,0,1,S01C014V1_2LG,FP
drinken,trinken,drinken,drinken,trinken,CORRECTLY_READ,0,1,S01C014V1_2LG,FP
hoofdpijn,hoofdpijn,hoofdpijn,hoofdpijn,hoofdpijn,CORRECTLY_READ,0,0,S01C014V1_2LG,TN
regen,*ega*,regen,regen,*ega*,CORRECTLY_READ,0,1,S01C014V1_2LG,FP
vliegtuig,v**e*iteig,vlieg*tuig,v*liegtuig,ve*i**teig,CORRECTLY_READ,0,1,S01C014V1_2LG,FP
stoppen,stoppen,stoppen,stoppen,stoppen,CORRECTLY_READ,0,0,S01C014V1_2LG,TN
opnieuw,opnieuw,opnieuw,opnieuw,opnieuw,CORRECTLY_READ,0,0,S01C014V1_2LG,TN
gooien,g*oia*,gooien,gooien,go*ia*,CORRECTLY_READ,0,1,S01C014V1_2LG,FP
schreeuwen,s**nee*w en,schreeuw*en,schreeuw*en,sn**ee*w en,CORRECTLY_READ,0,1,S01C014V1_2LG,FP
moeder,moeder,moeder,moeder,moeder,CORRECTLY_READ,0,0,S01C014V1_2LG,TN
liedje,liedje,liedje,liedje****,liedje bro,CORRECTLY_READ,0,0,S01C014V1_2LG,TN
potlood,bro potl*ord,****potloo*d,potlo*od,potlor*d,CORRECTLY_READ,0,1,S01C014V1_2LG,FP
fietsbel,vi*t* de*,fiets*bel,fiet*sbel,vi*t d*e*,CORRECTLY_READ,0,1,S01C014V1_2LG,FP
vinger,vi**a*,vinger,vinger,vi**a*,CORRECTLY_READ,0,1,S01C014V1_2LG,FP
dichtbij,de*** ba*,dicht*bij,di*chtbij,de ***ba*,g/13/23,1,1,S01C014V1_2LG,TP
meisje,m*as ja,meis*je,meis*je,ma*s ja,CORRECTLY_READ,0,1,S01C014V1_2LG,FP
chauffeur,**a**foer,chauffeur,chauf*feur,**a*fo*e*r,CORRECTLY_READ,0,1,S01C014V1_2LG,FP
muziek,muziek,muziek,muziek,muziek,CORRECTLY_READ,0,0,S01C014V1_2LG,TN
waarom,waarom,waarom,waarom,waarom,CORRECTLY_READ,0,0,S01C014V1_2LG,TN
scheuren,**j**ra*,scheuren,scheuren,j****ra*,CORRECTLY_READ,0,1,S01C014V1_2LG,FP
lawaai,l**aai,lawaai,lawaai,la*a*i,CORRECTLY_READ,0,1,S01C014V1_2LG,FP
zwemmen,z*e*me*,zwemmen,zwemmen,z*em*e*,CORRECTLY_READ,0,1,S01C014V1_2LG,FP
vuurwerk,zeer wer*,vuur*werk,vuur*werk,zeer wer*,CORRECTLY_READ,0,1,S01C014V1_2LG,FP
appel,appol,appel,appel,appol,CORRECTLY_READ,0,1,S01C014V1_2LG,FP
cola,pole,cola,cola,pole,CORRECTLY_READ,0,1,S01C014V1_2LG,FP
kussen,*u*se*,kussen,kussen,*us*e*,CORRECTLY_READ,0,1,S01C014V1_2LG,FP
eerste,eerste,eerste,eerste,eerste,CORRECTLY_READ,0,0,S01C014V1_2LG,TN
circus,skerkus,c*ircus,*circus,skerkus,g/13,1,1,S01C014V1_2LG,TP
kleuren,****me*,kleuren,kleuren,m*e****,CORRECTLY_READ,0,1,S01C014V1_2LG,FP
voetbal,goed maar,voet*ba*l,voet*b*al,goed maar,CORRECTLY_READ,0,1,S01C014V1_2LG,FP
vlinder,v*endag,vlinder,vlinder,v*endag,CORRECTLY_READ,0,1,S01C014V1_2LG,FP
omdraaien,omdraaien,omdraaien,omdraaien,omdraaien,CORRECTLY_READ,0,0,S01C014V1_3+4LG,TN
poppenwagen,po*pe*wagen,poppenwagen,poppenwagen,pop*e*wagen,CORRECTLY_READ,0,1,S01C014V1_3+4LG,FP
konijnenhok,kone*ne** ook,konijnenh*o*k,konijne**nhok,kone*ne o**ok,CORRECTLY_READ,0,1,S01C014V1_3+4LG,FP
elastiekje,inlarstiekje,e*la*stiekje,e*la*stiekje,inlarstiekje,CORRECTLY_READ,0,1,S01C014V1_3+4LG,FP
ruziemaken,*uh i*s maka*,ruz*ie**maken,ruz*i**emaken,*uh is *maka*,g/5,1,1,S01C014V1_3+4LG,TP
teddybeer,kent* beur,teddy*beer,tedd*ybeer,kent *beur,CORRECTLY_READ,0,1,S01C014V1_3+4LG,FP
dierentuin,**er** t*am,dieren*tuin,dier*entuin,**er **ta*m,CORRECTLY_READ,0,1,S01C014V1_3+4LG,FP
paddenstoelen,pa*te*stoene*,paddenstoelen,paddenstoelen,pat*e*stoene*,CORRECTLY_READ,0,1,S01C014V1_3+4LG,FP
verstoppetje,vers*o*pertje,verstoppe*tje,verstoppe*tje,vers*op*ertje,CORRECTLY_READ,0,1,S01C014V1_3+4LG,FP
wasmachine,was machine,was*machine,was*machine,was machine,CORRECTLY_READ,0,1,S01C014V1_3+4LG,FP
fototoestel,ffototoestel,f*ototoestel,*fototoestel,ffototoestel,CORRECTLY_READ,0,0,S01C014V1_3+4LG,TN
toiletpapier,do* met papier,toi*let*papier,to*ilet*papier,do *met papier,g/6,1,1,S01C014V1_3+4LG,TP
vrachtwagen,vra**t waren,vracht*wagen,vracht*wagen,vra**t waren,CORRECTLY_READ,0,1,S01C014V1_3+4LG,FP
buurmannen,deermamme*,buurmannen,buurmannen,deermamme*,CORRECTLY_READ,0,1,S01C014V1_3+4LG,FP
vogelkooi,vorgel coi di,vo*gel*koo**i,vo*gel*koo**i,vorgel coi di,CORRECTLY_READ,0,1,S01C014V1_3+4LG,FP
olifant,olifant,olifant,olifant,olifant,CORRECTLY_READ,0,0,S01C014V1_3+4LG,TN
schommelen,scho*m**e*,schommelen,schommelen,schom*e***,CORRECTLY_READ,0,1,S01C014V1_3+4LG,FP
iedereen,ied*reen,iedereen,iedereen,ied*reen,CORRECTLY_READ,0,1,S01C014V1_3+4LG,FP
schoenenwinkel,schoene* winkel,schoenen*winkel,schoene*nwinkel,schoene *winkel,CORRECTLY_READ,0,1,S01C014V1_3+4LG,FP
knutselen,*mo**et* za,knutsele*n*,k*nut*selen,mo*et za***,CORRECTLY_READ,0,1,S01C014V1_3+4LG,FP
ophangen,opre*ge*,ophangen,ophangen,opre*ge*,CORRECTLY_READ,0,1,S01C014V1_3+4LG,FP
verjaardag,verjaardag,verjaardag,verjaardag,verjaardag,CORRECTLY_READ,0,0,S01C014V1_3+4LG,TN
sprookjesboek,sprookjesboek,sprookjesboek,sprookjesboek,sprookjesboek,CORRECTLY_READ,0,0,S01C014V1_3+4LG,TN
tandenborstel,ja*sa**a*n de*,tandenbors*tel,**t*an*de*nborstel,jasaan de *borz*o*,CORRECTLY_READ,0,1,S01C014V1_3+4LG,FP
lucifer,bor*zo*,lucifer,lucifer,*******,g/13/10/5,1,1,S01C014V1_3+4LG,TP
slaapkamer,slaapkamer,slaapkamer,slaapkamer,*slaapkamer,CORRECTLY_READ,0,0,S01C014V1_3+4LG,TN
achterdeur,hachter deur,*achter*deur,*achter*deur**,hachter deur s,CORRECTLY_READ,0,1,S01C014V1_3+4LG,FP
ziekenhuis,s zi*ke* ruis,**zieken*huis,zieke*nhuis,zi*ke r*uis,CORRECTLY_READ,0,1,S01C014V1_3+4LG,FP
nieuwsgierig,nie**t g*erig,nieuws*gierig,nieuw*sgierig,nie*t *g*erig,CORRECTLY_READ,0,1,S01C014V1_3+4LG,FP
afblijven,as blijven,af*blijven,af*blijven,as blijven,CORRECTLY_READ,0,1,S01C014V1_3+4LG,FP
kabouter,kabaocer,kabouter,kab*outer,kabao*cer,CORRECTLY_READ,0,1,S01C014V1_3+4LG,FP
washandje,wa* zi**jn a,was*handj**e,wa*s*han*dje,wa zij*n **a,CORRECTLY_READ,0,1,S01C014V1_3+4LG,FP
sneeuwwitje,s**e***i*ca,sneeuwwitje,sneeuwwitje,s*e****ic*a,CORRECTLY_READ,0,1,S01C014V1_3+4LG,FP
goeiendag,goeie* dag,goeien*dag,goeie*ndag,goeie *dag,CORRECTLY_READ,0,1,S01C014V1_3+4LG,FP
vakantie,vakantie,vakantie,vakantie,vakantie,CORRECTLY_READ,0,0,S01C014V1_3+4LG,TN
limonade,*i**n wade,limon**ade,lim*onade,*in *wade,CORRECTLY_READ,0,1,S01C014V1_3+4LG,FP
autorijden,au tora*se*,au*torijden,au*torijden,au toras*e*,CORRECTLY_READ,0,1,S01C014V1_3+4LG,FP
eindelijk,*uhm dulu*k,ein**delijk,e*in*delijk,uh*m dulu*k,CORRECTLY_READ,0,1,S01C014V1_3+4LG,FP
familie,famini*,familie,familie,famini*,CORRECTLY_READ,0,1,S01C014V1_3+4LG,FP
chocolade,*socolade,chocolade,chocolade,s*ocolade,CORRECTLY_READ,0,1,S01C014V1_3+4LG,FP
klas,klaus,kla*s,kla*s,klaus,CORRECTLY_READ,0,1,S01C015M2_1LG,FP
mooi,mooi,mooi,mooi,mooi,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
koe,ko*,koe,koe,ko*,CORRECTLY_READ,0,1,S01C015M2_1LG,FP
arm,arm,arm,arm,arm,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
groei,grooi,groei,groei,grooi,CORRECTLY_READ,0,1,S01C015M2_1LG,FP
strand,strand,strand,strand,strand,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
bed,bed,bed,bed,bed,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
eerst,eerst,eerst,eerst,eerst,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
voor,voor,voor,voor,voor,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
draai,draai,draai,draai,draai,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
sjaal,sjail,sjaal,sjaal,sjail,CORRECTLY_READ,0,1,S01C015M2_1LG,FP
herfst,herfst,herfst,herfst,herfst,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
duur,duur,duur,duur,duur,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
straat,straat,straat,straat,straat,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
leeuw,leeuw,leeuw,leeuw,leeuw,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
clown,klown,clown,clown,klown,CORRECTLY_READ,0,1,S01C015M2_1LG,FP
hoek,hook,hoek,hoek,hook,CORRECTLY_READ,0,1,S01C015M2_1LG,FP
krant,krant,krant,krant,krant,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
hout,hout,hout,hout,hout,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
vriend,vreemd,vriend,vriend,vreemd,CORRECTLY_READ,0,1,S01C015M2_1LG,FP
gauw,gauw,gauw,gauw,gauw,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
chips,chips,chips,chips,chips,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
groen,groen,groen,groen,groen,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
feest,feest,feest,feest,feest,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
reis,r*ijs,rei*s,rei*s,r*ijs,CORRECTLY_READ,0,1,S01C015M2_1LG,FP
jas,jas,jas,jas,jas,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
huis,huis,huis,huis,huis,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
paard,paard,paard,paard,paard,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
vijf,vijf,vijf,vijf,vijf,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
muts,nut*,muts,muts,nut*,CORRECTLY_READ,0,1,S01C015M2_1LG,FP
nieuw,nieuw,nieuw,nieuw,nieuw,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
kind,kind,kind,kind,kind,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
bang,bang,bang,bang,bang,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
oog,oog,oog,oog,oog,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
zacht,zacht,zacht,zacht,zacht,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
schoen,schoen,schoen,schoen,schoen,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
plas,plas,plas,plas,plas,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
neus,neus,neus,neus*****,neus knop,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
knoop,knop knoop,kno****o*p,knoop,knoop,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
plank,plank,plank,plank,plank,CORRECTLY_READ,0,0,S01C015M2_1LG,TN
water,water,water,water,water,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
mevrouw,mevrouw,mevrouw,mevrouw,mevrouw,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
drogen,drogen,drogen,drogen,drogen,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
winkel,winkel,winkel,winkel,winkel,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
auto,auto,auto,auto,auto,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
schouder,schouders,schouder*,schouder*,schouders,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
verhaal,verhaal,verhaal,verhaal,verhaal,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
koning,koning,koning,koning,koning,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
moeilijk,moeilijk,moeilijk,moeilijk,moeilijk,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
speelplaats,speelpl*at*,speelplaats,speelplaats,speelpla*t*,CORRECTLY_READ,0,1,S01C015M2_2LG,FP
drinken,drinken,drinken,drinken,drinken,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
hoofdpijn,hoofdpijn,hoofdpijn,hoofdpijn,hoofdpijn,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
regen,regen,regen,regen,regen,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
vliegtuig,vliegtuig,vliegtuig,vliegtuig,vliegtuig,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
stoppen,stoppen,stoppen,stoppen,stoppen,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
opnieuw,opnieuw,opnieuw,opnieuw,opnieuw,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
gooien,gooien,gooien,gooien,gooien,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
schreeuwen,s**neeuwen,schreeuwen,schreeuwen,sn**eeuwen,CORRECTLY_READ,0,1,S01C015M2_2LG,FP
moeder,moeder,moeder,moeder,moeder,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
liedje,liedje,liedje,liedje,liedje,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
potlood,potloot,potlood,potlood,potloot,CORRECTLY_READ,0,1,S01C015M2_2LG,FP
fietsbel,fietsbel,fietsbel,fietsbel,fietsbel,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
vinger,vinger,vinger,vinger,vinger,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
dichtbij,dichtbij,dichtbij,dichtbij,dichtbij,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
meisje,meisje,meisje,meisje,meisje,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
chauffeur,chauffeur,chauffeur,chauffeur,chauffeur,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
muziek,muziek,muziek,muziek,muziek,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
waarom,waarom,waarom,waarom,waarom,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
scheuren,**geuren,scheuren,scheuren,g**euren,CORRECTLY_READ,0,1,S01C015M2_2LG,FP
lawaai,lawaai,lawaai,lawaai,lawaai,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
zwemmen,zwemmen,zwemmen,zwemmen,zwemmen,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
vuurwerk,vuurwerk,vuurwerk,vuurwerk,vuurwerk,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
appel,appel,appel,appel,appel,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
cola,kola,cola,cola,kola,CORRECTLY_READ,0,1,S01C015M2_2LG,FP
kussen,kussen,kussen,kussen,kussen,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
eerste,eerste,eerste,eerste,eerste,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
circus,circus,circus,circus,circus,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
kleuren,kleuren,kleuren,kleuren,kleuren,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
voetbal,voetbal,voetbal,voetbal,voetbal,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
vlinder,vlinder,vlinder,vlinder,vlinder,CORRECTLY_READ,0,0,S01C015M2_2LG,TN
omdraaien,omdraaien,omdraaien,omdraaien,omdraaien,CORRECTLY_READ,0,0,S01C015M2_3+4LG,TN
poppenwagen,*o*penwagen,poppenwagen,poppenwagen,*op*enwagen,CORRECTLY_READ,0,1,S01C015M2_3+4LG,FP
konijnenhok,konijnen* ook,konijnenh*o*k,konijnen**hok,konijnen o*ok,CORRECTLY_READ,0,1,S01C015M2_3+4LG,FP
elastiekje,elastiekje,elastiekje,elastiekje,elastiekje,CORRECTLY_READ,0,0,S01C015M2_3+4LG,TN
ruziemaken,ruzie maken,ruzie*maken,ruzie*maken,ruzie maken,CORRECTLY_READ,0,1,S01C015M2_3+4LG,FP
teddybeer,derribeer,teddybeer,teddybeer,derribeer,CORRECTLY_READ,0,1,S01C015M2_3+4LG,FP
dierentuin,dierentuin,dierentuin,dierentuin,dierentuin,CORRECTLY_READ,0,0,S01C015M2_3+4LG,TN
paddenstoelen,paddenstoelen,paddenstoelen,paddenstoelen,paddenstoelen,CORRECTLY_READ,0,0,S01C015M2_3+4LG,TN
verstoppetje,verstoppertje,verstoppe*tje,verstoppe*tje,verstoppertje,CORRECTLY_READ,0,1,S01C015M2_3+4LG,FP
wasmachine,wasmachine,wasmachine,wasmachine,wasmachine,CORRECTLY_READ,0,0,S01C015M2_3+4LG,TN
fototoestel,fototoestel,fototoestel,fototoestel,fototoestel,CORRECTLY_READ,0,0,S01C015M2_3+4LG,TN
toiletpapier,tboilet papier,t*oilet*papier,t*oilet*papier,tboilet papier,g/23,1,1,S01C015M2_3+4LG,TP
vrachtwagen,vrachtwagen,vrachtwagen,vrachtwagen,vrachtwagen,CORRECTLY_READ,0,0,S01C015M2_3+4LG,TN
buurmannen,buurma*n en,buurmann*en,buurman*nen,buurman *en,CORRECTLY_READ,0,1,S01C015M2_3+4LG,FP
vogelkooi,vogelcooi,vogelkooi,vogelkooi,vogelcooi,CORRECTLY_READ,0,1,S01C015M2_3+4LG,FP
olifant,olifant,olifant,olifant,olifant,CORRECTLY_READ,0,0,S01C015M2_3+4LG,TN
schommelen,schommelen,schommelen,schommelen,schommelen,CORRECTLY_READ,0,0,S01C015M2_3+4LG,TN
iedereen,iedereen,iedereen,iedereen,iedereen,CORRECTLY_READ,0,0,S01C015M2_3+4LG,TN
schoenenwinkel,schoenenwinkel,schoenenwinkel,schoenenwinkel,schoenenwinkel,CORRECTLY_READ,0,0,S01C015M2_3+4LG,TN
knutselen,knutselen,knutselen,knutselen,knutselen,CORRECTLY_READ,0,0,S01C015M2_3+4LG,TN
ophangen,ophangen,ophangen,ophangen,ophangen,CORRECTLY_READ,0,0,S01C015M2_3+4LG,TN
verjaardag,verjaardag,verjaardag,verjaardag,verjaardag,CORRECTLY_READ,0,0,S01C015M2_3+4LG,TN
sprookjesboek,sprookjesboek,sprookjesboek,sprookjesboek*********,sprookjesboek tanborau,23,1,0,S01C015M2_3+4LG,FN
tandenborstel,tanborau tanden borstel,tan*********den*borstel,tanden*borstel,tanden borstel,CORRECTLY_READ,0,1,S01C015M2_3+4LG,FP
lucifer,luciver,lucifer,lucifer,luciver,CORRECTLY_READ,0,1,S01C015M2_3+4LG,FP
slaapkamer,slaapkamer,slaapkamer,slaapkamer****,slaapkamer aka,CORRECTLY_READ,0,0,S01C015M2_3+4LG,TN
achterdeur,aka achterdeur,a****chterdeur,achterdeur,achterdeur,CORRECTLY_READ,0,0,S01C015M2_3+4LG,TN
ziekenhuis,ziekenhuis,ziekenhuis,ziekenhuis,ziekenhuis,CORRECTLY_READ,0,0,S01C015M2_3+4LG,TN
nieuwsgierig,nieuwsgierig,nieuwsgierig,nieuwsgierig,nieuwsgierig,CORRECTLY_READ,0,0,S01C015M2_3+4LG,TN
afblijven,afblijven,afblijven,afblijven,afblijven,CORRECTLY_READ,0,0,S01C015M2_3+4LG,TN
kabouter,kabouter,kabouter,kabouter,kabouter,CORRECTLY_READ,0,0,S01C015M2_3+4LG,TN
washandje,wassendje,washandje,washandje,wassendje,CORRECTLY_READ,0,1,S01C015M2_3+4LG,FP
sneeuwwitje,sneeuwwietje,sneeuwwi*tje,sneeuwwi*tje,sneeuwwietje,CORRECTLY_READ,0,1,S01C015M2_3+4LG,FP
goeiendag,goeiendag,goeiendag,goeiendag,goeiendag,CORRECTLY_READ,0,0,S01C015M2_3+4LG,TN
vakantie,vakantie,vakantie,vakantie,vakantie,CORRECTLY_READ,0,0,S01C015M2_3+4LG,TN
limonade,gemanade,limonade,limonade,gemanade,CORRECTLY_READ,0,1,S01C015M2_3+4LG,FP
autorijden,autorijden,autorijden,autorijden,autorijden,CORRECTLY_READ,0,0,S01C015M2_3+4LG,TN
eindelijk,eindelijk,eindelijk,eindelijk,eindelijk,CORRECTLY_READ,0,0,S01C015M2_3+4LG,TN
familie,familie,familie,familie,familie,CORRECTLY_READ,0,0,S01C015M2_3+4LG,TN
chocolade,chocolade,chocolade,chocolade,chocolade,CORRECTLY_READ,0,0,S01C015M2_3+4LG,TN
klas,klas,klas,klas,klas,CORRECTLY_READ,0,0,S01C017M2_1LG,TN
mooi,mooi,mooi,mooi,mooi,CORRECTLY_READ,0,0,S01C017M2_1LG,TN
koe,koel,koe*,koe*,koel,CORRECTLY_READ,0,0,S01C017M2_1LG,TN
arm,arm,arm,arm,arm,CORRECTLY_READ,0,0,S01C017M2_1LG,TN
groei,grooi,groei,groei,grooi,CORRECTLY_READ,0,1,S01C017M2_1LG,FP
strand,gedrand,s*trand,s*trand,gedrand,CORRECTLY_READ,0,1,S01C017M2_1LG,FP
bed,det,bed,bed,det,CORRECTLY_READ,0,1,S01C017M2_1LG,FP
eerst,eerst,eerst,eerst,eerst,CORRECTLY_READ,0,0,S01C017M2_1LG,TN
voor,voor,voor,voor,voor,CORRECTLY_READ,0,0,S01C017M2_1LG,TN
draai,*draai,draai,draai,*draai,CORRECTLY_READ,0,0,S01C017M2_1LG,TN
sjaal,shaal,sjaal,sjaal,shaal,CORRECTLY_READ,0,1,S01C017M2_1LG,FP
herfst,herf*t,herfst,herfst,herf*t,CORRECTLY_READ,0,1,S01C017M2_1LG,FP
duur,duur,duur,duur,duur,CORRECTLY_READ,0,0,S01C017M2_1LG,TN
straat,straat,straat,straat,straat,CORRECTLY_READ,0,0,S01C017M2_1LG,TN
